"state","pollster","size","date","candidate","percentage"
"Michigan","Hodas & Associates",600,"5/21/20 7:58","Trump",42.17
"","Optimus",880,"5/7/20 10:57","Biden",40.4
"","Optimus",880,"5/7/20 10:57","Trump",35.4
"","Optimus",758,"5/7/20 10:57","Biden",51.3
"","Optimus",758,"5/7/20 10:57","Trump",44.5
"North Carolina","Civiqs",1362,"5/5/20 10:30","Biden",49
"North Carolina","Civiqs",1362,"5/5/20 10:30","Trump",46
"","Monmouth University",739,"5/6/20 11:02","Biden",50
"","Monmouth University",739,"5/6/20 11:02","Trump",41
"","Monmouth University",739,"5/6/20 11:02","Biden",47
"","Monmouth University",739,"5/6/20 11:02","Trump",40
"","Monmouth University",739,"5/6/20 11:02","Amash",5
"New York","Quinnipiac University",915,"5/6/20 15:02","Biden",55
"New York","Quinnipiac University",915,"5/6/20 15:02","Trump",32
"New Jersey","Quinnipiac University",941,"5/6/20 15:02","Biden",54
"New Jersey","Quinnipiac University",941,"5/6/20 15:02","Trump",35
"Connecticut","Quinnipiac University",945,"5/6/20 15:02","Biden",56
"Connecticut","Quinnipiac University",945,"5/6/20 15:02","Trump",33
"","Morning Consult",1991,"6/1/20 18:36","Biden",45
"","Morning Consult",1991,"6/1/20 18:36","Trump",41
"","Change Research",1489,"5/6/20 6:38","Biden",47
"","Change Research",1489,"5/6/20 6:38","Trump",44
"Colorado","Keating Research/OnSight Public Affairs/Melanson",600,"5/6/20 11:30","Biden",55
"Colorado","Keating Research/OnSight Public Affairs/Melanson",600,"5/6/20 11:30","Trump",36
"","Morning Consult",31117,"5/4/20 18:16","Biden",46
"","Morning Consult",31117,"5/4/20 18:16","Trump",42
"","RMG Research",1200,"5/5/20 8:41","Biden",46
"","RMG Research",1200,"5/5/20 8:41","Trump",39
"","Optimus",885,"5/4/20 15:00","Biden",39.1
"","Optimus",885,"5/4/20 15:00","Trump",35.4
"","Optimus",765,"5/4/20 15:00","Biden",49.5
"","Optimus",765,"5/4/20 15:00","Trump",45.3
"New Jersey","Rutgers University",1502,"5/14/20 15:00","Biden",55
"New Jersey","Rutgers University",1502,"5/14/20 15:00","Trump",32
"New Jersey","Rutgers University",1364,"5/14/20 15:01","Biden",56
"New Jersey","Rutgers University",1364,"5/14/20 15:01","Trump",33
"Iowa","Public Policy Polling",1222,"5/4/20 9:09","Biden",46
"Iowa","Public Policy Polling",1222,"5/4/20 9:09","Trump",48
"","YouGov",1671,"5/3/20 10:51","Biden",49
"","YouGov",1671,"5/3/20 10:51","Trump",43
"Massachusetts","University of Massachusetts Lowell",1000,"5/7/20 13:56","Biden",58
"Massachusetts","University of Massachusetts Lowell",1000,"5/7/20 13:56","Trump",30
"Tennessee","East Tennessee State University",536,"5/19/20 13:27","Biden",36
"Tennessee","East Tennessee State University",536,"5/19/20 13:27","Trump",53
"Nevada","ALG Research",763,"5/6/20 12:06","Biden",49
"Nevada","ALG Research",763,"5/6/20 12:06","Trump",45
"","PureSpectrum",19505,"7/8/20 12:07","Biden",44
"","PureSpectrum",19505,"7/8/20 12:07","Trump",40
"Michigan","Public Policy Polling",1270,"4/30/20 15:33","Biden",50
"Michigan","Public Policy Polling",1270,"4/30/20 15:33","Trump",42
"","Ipsos",2216,"4/29/20 17:24","Biden",42
"","Ipsos",2216,"4/29/20 17:24","Trump",36
"","Ipsos",1876,"4/29/20 17:24","Biden",45
"","Ipsos",1876,"4/29/20 17:24","Trump",39
"","IBD/TIPP",948,"5/1/20 8:23","Biden",43
"","IBD/TIPP",948,"5/1/20 8:23","Trump",43
"","Data for Progress",1001,"5/15/20 20:25","Biden",51.88
"","Data for Progress",1001,"5/15/20 20:25","Trump",41.98
"","Data for Progress",885,"5/15/20 20:25","Biden",52.36
"","Data for Progress",885,"5/15/20 20:25","Trump",43.4
"Texas","Public Policy Polling",1032,"4/29/20 12:41","Biden",47
"Texas","Public Policy Polling",1032,"4/29/20 12:41","Trump",46
"North Carolina","Meredith College",604,"5/1/20 9:47","Biden",47.4
"North Carolina","Meredith College",604,"5/1/20 9:47","Trump",40.4
"","Emerson College",1200,"4/28/20 19:01","Biden",53.65
"","Emerson College",1200,"4/28/20 19:01","Trump",46.35
"","YouGov",1222,"4/29/20 9:42","Biden",47
"","YouGov",1222,"4/29/20 9:42","Trump",41
"","Optimus",899,"4/30/20 15:33","Biden",40.4
"","Optimus",899,"4/30/20 15:33","Trump",37.2
"","Optimus",766,"4/30/20 15:33","Biden",49.2
"","Optimus",766,"4/30/20 15:33","Trump",45.3
"Georgia","Cygnal",591,"5/1/20 7:14","Biden",44
"Georgia","Cygnal",591,"5/1/20 7:14","Trump",45.1
"New Hampshire","Saint Anselm College",820,"4/29/20 18:22","Biden",50
"New Hampshire","Saint Anselm College",820,"4/29/20 18:22","Trump",42
"Texas","University of Texas at Tyler",1183,"5/2/20 8:26","Biden",43
"Texas","University of Texas at Tyler",1183,"5/2/20 8:26","Trump",43
"Montana","Montana State University Bozeman",459,"5/5/20 8:44","Biden",39.65
"Montana","Montana State University Bozeman",459,"5/5/20 8:44","Trump",45.32
"North Carolina","SurveyUSA",580,"4/28/20 18:02","Biden",50
"North Carolina","SurveyUSA",580,"4/28/20 18:02","Trump",45
"Pennsylvania","Harper Polling",644,"5/1/20 12:57","Biden",49
"Pennsylvania","Harper Polling",644,"5/1/20 12:57","Trump",43
"","Morning Consult",30560,"4/27/20 15:59","Biden",46
"","Morning Consult",30560,"4/27/20 15:59","Trump",42
"","RMG Research",1200,"4/28/20 7:43","Biden",46
"","RMG Research",1200,"4/28/20 7:43","Trump",38
"","Suffolk University",1000,"4/27/20 13:40","Biden",44
"","Suffolk University",1000,"4/27/20 13:40","Trump",38
"","Suffolk University",1000,"4/27/20 13:40","Biden",50.4
"","Suffolk University",1000,"4/27/20 13:40","Trump",40.4
"Ohio","Baldwin Wallace University",797,"4/27/20 6:42","Biden",44.9
"Ohio","Baldwin Wallace University",797,"4/27/20 6:42","Trump",44.2
"","Optimus",924,"4/27/20 15:00","Biden",43.6
"","Optimus",924,"4/27/20 15:00","Trump",35.6
"","Optimus",784,"4/27/20 15:00","Biden",52.2
"","Optimus",784,"4/27/20 15:00","Trump",44.2
"New York","Siena College",803,"4/27/20 6:41","Biden",65
"New York","Siena College",803,"4/27/20 6:41","Trump",29
"","Redfield & Wilton Strategies",1362,"4/24/20 13:55","Biden",48.88
"","Redfield & Wilton Strategies",1362,"4/24/20 13:55","Trump",39.71
"","Data for Progress",952,"5/15/20 20:25","Biden",50.68
"","Data for Progress",952,"5/15/20 20:25","Trump",43.57
"","Data for Progress",850,"5/15/20 20:25","Biden",49.14
"","Data for Progress",850,"5/15/20 20:25","Trump",44.91
"North Carolina","Public Policy Polling",1275,"4/23/20 13:55","Biden",49
"North Carolina","Public Policy Polling",1275,"4/23/20 13:55","Trump",46
"Michigan","Public Policy Polling",1277,"4/23/20 13:55","Biden",51
"Michigan","Public Policy Polling",1277,"4/23/20 13:55","Trump",44
"Pennsylvania","Public Policy Polling",1251,"4/23/20 13:55","Biden",51
"Pennsylvania","Public Policy Polling",1251,"4/23/20 13:55","Trump",44
"Wisconsin","Public Policy Polling",1415,"4/23/20 13:55","Biden",50
"Wisconsin","Public Policy Polling",1415,"4/23/20 13:55","Trump",45
"New Mexico","Public Policy Polling",1009,"4/24/20 9:50","Biden",52
"New Mexico","Public Policy Polling",1009,"4/24/20 9:50","Trump",40
"","YouGov",1144,"4/22/20 9:38","Biden",48
"","YouGov",1144,"4/22/20 9:38","Trump",42
"Michigan","Fox News/Beacon Research/Shaw & Co. Research",801,"4/22/20 18:12","Biden",49
"Michigan","Fox News/Beacon Research/Shaw & Co. Research",801,"4/22/20 18:12","Trump",41
"Pennsylvania","Fox News/Beacon Research/Shaw & Co. Research",803,"4/22/20 18:12","Biden",50
"Pennsylvania","Fox News/Beacon Research/Shaw & Co. Research",803,"4/22/20 18:12","Trump",42
"","Echelon Insights",1000,"7/24/20 16:40","Biden",52
"","Echelon Insights",1000,"7/24/20 16:40","Trump",43
"Florida","Fox News/Beacon Research/Shaw & Co. Research",1004,"4/23/20 18:14","Biden",46
"Florida","Fox News/Beacon Research/Shaw & Co. Research",1004,"4/23/20 18:14","Trump",43
"","Ipsos",3806,"4/21/20 17:31","Biden",47
"","Ipsos",3806,"4/21/20 17:31","Trump",39
"","Ipsos",4429,"4/22/20 11:12","Biden",43
"","Ipsos",4429,"4/22/20 11:12","Trump",36
"Utah","RMG Research",964,"4/29/20 0:09","Biden",32
"Utah","RMG Research",964,"4/29/20 0:09","Trump",51
"","Optimus",964,"4/23/20 12:29","Biden",43.3
"","Optimus",964,"4/23/20 12:29","Trump",35
"","Optimus",829,"4/23/20 12:29","Biden",52.7
"","Optimus",829,"4/23/20 12:29","Trump",44.3
"","Harris Insights & Analytics",958,"4/30/20 15:33","Biden",42
"","Harris Insights & Analytics",958,"4/30/20 15:33","Trump",40
"Florida","Quinnipiac University",1385,"4/22/20 14:01","Biden",46
"Florida","Quinnipiac University",1385,"4/22/20 14:01","Trump",42
"","Fordham University",862,"4/27/20 16:29","Biden",56
"","Fordham University",862,"4/27/20 16:29","Trump",42
"Michigan","Ipsos",612,"4/22/20 19:21","Biden",46
"Michigan","Ipsos",612,"4/22/20 19:21","Trump",38
"Michigan","Ipsos",642,"4/23/20 12:37","Biden",45
"Michigan","Ipsos",642,"4/23/20 12:37","Trump",36
"Pennsylvania","Ipsos",578,"4/22/20 19:21","Biden",46
"Pennsylvania","Ipsos",578,"4/22/20 19:21","Trump",40
"Pennsylvania","Ipsos",654,"4/23/20 12:37","Biden",42
"Pennsylvania","Ipsos",654,"4/23/20 12:37","Trump",37
"Wisconsin","Ipsos",645,"4/22/20 19:21","Biden",43
"Wisconsin","Ipsos",645,"4/22/20 19:21","Trump",40
"Wisconsin","Ipsos",711,"4/23/20 12:37","Biden",39
"Wisconsin","Ipsos",711,"4/23/20 12:37","Trump",37
"Pennsylvania","Susquehanna Polling & Research Inc.",693,"4/23/20 12:20","Biden",48
"Pennsylvania","Susquehanna Polling & Research Inc.",693,"4/23/20 12:20","Trump",42
"","Climate Nexus",1917,"4/27/20 8:02","Biden",49
"","Climate Nexus",1917,"4/27/20 8:02","Trump",40
"New Jersey","Monmouth University",635,"4/23/20 10:02","Biden",54
"New Jersey","Monmouth University",635,"4/23/20 10:02","Trump",38
"","Morning Consult",31482,"4/21/20 7:24","Biden",47
"","Morning Consult",31482,"4/21/20 7:24","Trump",42
"Texas","YouGov",1200,"4/25/20 1:02","Biden",44
"Texas","YouGov",1200,"4/25/20 1:02","Trump",49
"Colorado","Montana State University Bozeman",380,"5/5/20 18:37","Biden",53.16
"Colorado","Montana State University Bozeman",380,"5/5/20 18:37","Trump",35
"","Change Research",1178,"4/22/20 6:30","Biden",48
"","Change Research",1178,"4/22/20 6:30","Trump",44
"","RMG Research",1200,"4/20/20 14:21","Biden",49
"","RMG Research",1200,"4/20/20 14:21","Trump",40
"Pennsylvania","Hodas & Associates",600,"4/24/20 6:00","Biden",47.5
"Pennsylvania","Hodas & Associates",600,"4/24/20 6:00","Trump",47.5
"North Carolina","Garin-Hart-Yang Research Group",800,"4/29/20 15:25","Biden",48
"North Carolina","Garin-Hart-Yang Research Group",800,"4/29/20 15:25","Trump",45
"","Optimus",870,"4/20/20 15:31","Biden",42.8
"","Optimus",870,"4/20/20 15:31","Trump",35
"","Optimus",745,"4/20/20 15:31","Biden",52.2
"","Optimus",745,"4/20/20 15:31","Trump",44.3
"Florida","St. Pete Polls",5659,"4/18/20 15:00","Biden",48.3
"Florida","St. Pete Polls",5659,"4/18/20 15:00","Trump",47.5
"","Morning Consult",1992,"4/16/20 15:58","Biden",47
"","Morning Consult",1992,"4/16/20 15:58","Trump",43
"","Morning Consult",1992,"4/16/20 15:58","Biden",46
"","Morning Consult",1992,"4/16/20 15:58","Trump",42
"","Morning Consult",1992,"4/16/20 15:58","Amash",1
"","Harris Insights & Analytics",2394,"4/18/20 17:30","Biden",54
"","Harris Insights & Analytics",2394,"4/18/20 17:30","Trump",46
"","Harris Insights & Analytics",2190,"4/18/20 17:30","Biden",53
"","Harris Insights & Analytics",2190,"4/18/20 17:30","Trump",47
"Arizona","GBAO",500,"7/10/20 18:49","Biden",47
"Arizona","GBAO",500,"7/10/20 18:49","Trump",46
"Iowa","GBAO",500,"7/10/20 18:49","Biden",45
"Iowa","GBAO",500,"7/10/20 18:49","Trump",48
"North Carolina","GBAO",500,"7/10/20 18:49","Biden",48
"North Carolina","GBAO",500,"7/10/20 18:49","Trump",46
"North Carolina","Public Policy Polling",1318,"4/16/20 8:05","Biden",48
"North Carolina","Public Policy Polling",1318,"4/16/20 8:05","Trump",47
"","Change Research",1349,"4/16/20 17:37","Biden",50
"","Change Research",1349,"4/16/20 17:37","Trump",40
"","NBC News/The Wall Street Journal",900,"4/19/20 8:57","Biden",49
"","NBC News/The Wall Street Journal",900,"4/19/20 8:57","Trump",42
"Wisconsin","Hodas & Associates",600,"4/24/20 6:00","Biden",50
"Wisconsin","Hodas & Associates",600,"4/24/20 6:00","Trump",45.83
"","UCLA Nationscape",5036,"7/17/20 9:45","Biden",48
"","UCLA Nationscape",5036,"7/17/20 9:45","Trump",43
"","Data for Progress",889,"5/15/20 20:25","Biden",49.27
"","Data for Progress",889,"5/15/20 20:25","Trump",45.96
"","Data for Progress",788,"5/15/20 20:25","Biden",50.03
"","Data for Progress",788,"5/15/20 20:25","Trump",46.21
"","Ipsos",937,"4/14/20 18:23","Biden",45
"","Ipsos",937,"4/14/20 18:23","Trump",40
"","Ipsos",1111,"4/15/20 16:56","Biden",42
"","Ipsos",1111,"4/15/20 16:56","Trump",38
"","YouGov",1166,"4/15/20 9:11","Biden",48
"","YouGov",1166,"4/15/20 9:11","Trump",43
"","Civiqs",1600,"4/15/20 8:15","Biden",48
"","Civiqs",1600,"4/15/20 8:15","Trump",44
"","Optimus",857,"4/16/20 15:47","Biden",45.5
"","Optimus",857,"4/16/20 15:47","Trump",31.7
"","Optimus",732,"4/16/20 15:47","Biden",53.9
"","Optimus",732,"4/16/20 15:47","Trump",42.1
"Indiana","Change Research",1021,"4/19/20 11:01","Biden",39
"Indiana","Change Research",1021,"4/19/20 11:01","Trump",52
"","Pew Research Center",4125,"4/16/20 15:13","Biden",47
"","Pew Research Center",4125,"4/16/20 15:13","Trump",45
"Kentucky","Bluegrass Voters Coalition",4000,"8/5/20 18:05","Biden",34
"Kentucky","Bluegrass Voters Coalition",4000,"8/5/20 18:05","Trump",55
"","Morning Consult",25372,"4/21/20 7:36","Biden",45
"","Morning Consult",25372,"4/21/20 7:36","Trump",42
"Michigan","Hodas & Associates",600,"4/24/20 6:00","Biden",49.67
"Michigan","Hodas & Associates",600,"4/24/20 6:00","Trump",43.33
"","Global Strategy Group",1002,"8/7/20 13:47","Biden",49
"","Global Strategy Group",1002,"8/7/20 13:47","Trump",45
"","Optimus",947,"4/13/20 14:46","Biden",44.9
"","Optimus",947,"4/13/20 14:46","Trump",32.4
"","Optimus",814,"4/13/20 14:46","Biden",52.8
"","Optimus",814,"4/13/20 14:46","Trump",43.3
"Mississippi","Chism Strategies",508,"4/20/20 18:24","Biden",38.1
"Mississippi","Chism Strategies",508,"4/20/20 18:24","Trump",48.7
"Arizona","OH Predictive Insights",600,"4/14/20 6:47","Biden",52
"Arizona","OH Predictive Insights",600,"4/14/20 6:47","Trump",43
"Michigan","Garin-Hart-Yang Research Group",303,"4/13/20 14:10","Biden",50
"Michigan","Garin-Hart-Yang Research Group",303,"4/13/20 14:10","Trump",41
"Wisconsin","Garin-Hart-Yang Research Group",301,"4/13/20 14:10","Biden",48
"Wisconsin","Garin-Hart-Yang Research Group",301,"4/13/20 14:10","Trump",47
"Virginia","Virginia Commonwealth University",663,"4/14/20 9:18","Biden",51
"Virginia","Virginia Commonwealth University",663,"4/14/20 9:18","Trump",41
"","Ipsos",959,"4/8/20 9:36","Biden",43
"","Ipsos",959,"4/8/20 9:36","Trump",37
"","YouGov",1139,"4/9/20 13:19","Biden",49
"","YouGov",1139,"4/9/20 13:19","Trump",40
"","YouGov",1144,"4/9/20 13:20","Sanders",47
"","YouGov",1144,"4/9/20 13:20","Trump",41
"","YouGov",1147,"4/8/20 10:02","Biden",48
"","YouGov",1147,"4/8/20 10:02","Trump",42
"","YouGov",1147,"4/8/20 10:02","Sanders",48
"","YouGov",1147,"4/8/20 10:02","Trump",42
"North Carolina","Harper Polling",500,"4/15/20 12:11","Biden",42
"North Carolina","Harper Polling",500,"4/15/20 12:11","Trump",49
"North Carolina","Harper Polling",500,"4/15/20 12:11","Sanders",40
"North Carolina","Harper Polling",500,"4/15/20 12:11","Trump",50
"","Fox News/Beacon Research/Shaw & Co. Research",1107,"4/9/20 18:21","Biden",42
"","Fox News/Beacon Research/Shaw & Co. Research",1107,"4/9/20 18:21","Trump",42
"","Monmouth University",743,"4/9/20 10:01","Biden",48
"","Monmouth University",743,"4/9/20 10:01","Trump",44
"","Climate Nexus",3932,"6/23/20 10:15","Biden",42.28
"","Climate Nexus",3932,"6/23/20 10:15","Trump",37.28
"","Climate Nexus",3168,"6/23/20 10:15","Biden",46.81
"","Climate Nexus",3168,"6/23/20 10:15","Trump",40.95
"","SSRS",875,"4/9/20 11:03","Biden",53
"","SSRS",875,"4/9/20 11:03","Trump",42
"","NBC News/The Wall Street Journal",604,"4/8/20 12:10","Biden",44
"","NBC News/The Wall Street Journal",604,"4/8/20 12:10","Trump",39
"","Quinnipiac University",2077,"4/8/20 14:02","Biden",49
"","Quinnipiac University",2077,"4/8/20 14:02","Trump",41
"Washington","EMC Research",473,"4/20/20 20:06","Biden",52
"Washington","EMC Research",473,"4/20/20 20:06","Trump",39
"","Garin-Hart-Yang Research Group",1003,"4/13/20 14:10","Biden",50
"","Garin-Hart-Yang Research Group",1003,"4/13/20 14:10","Trump",43
"","Morning Consult",15493,"4/7/20 6:35","Biden",46
"","Morning Consult",15493,"4/7/20 6:35","Trump",42
"","Morning Consult",15493,"4/7/20 6:35","Sanders",45
"","Morning Consult",15493,"4/7/20 6:35","Trump",43
"Florida","University of North Florida",3244,"4/6/20 6:09","Biden",46
"Florida","University of North Florida",3244,"4/6/20 6:09","Trump",40
"","Optimus",1124,"4/13/20 15:36","Biden",43.3
"","Optimus",1124,"4/13/20 15:36","Trump",34.8
"","Optimus",937,"4/13/20 15:36","Biden",50.2
"","Optimus",937,"4/13/20 15:36","Trump",43.8
"","Research Co.",1000,"4/8/20 9:04","Biden",45
"","Research Co.",1000,"4/8/20 9:04","Trump",40
"","Change Research",1200,"4/9/20 14:21","Biden",43
"","Change Research",1200,"4/9/20 14:21","Trump",45
"","Change Research",1200,"4/9/20 14:21","Sanders",46
"","Change Research",1200,"4/9/20 14:21","Trump",44
"Connecticut","Sacred Heart University",1000,"4/14/20 8:17","Biden",47.3
"Connecticut","Sacred Heart University",1000,"4/14/20 8:17","Trump",34.1
"Connecticut","Sacred Heart University",1000,"4/14/20 8:17","Sanders",47.8
"Connecticut","Sacred Heart University",1000,"4/14/20 8:17","Trump",36.7
"Michigan","Public Policy Polling",1019,"4/2/20 16:57","Biden",48
"Michigan","Public Policy Polling",1019,"4/2/20 16:57","Trump",45
"Georgia","Battleground Connect",1035,"4/3/20 11:04","Biden",46
"Georgia","Battleground Connect",1035,"4/3/20 11:04","Trump",48
"Michigan","Spry Strategies",602,"4/3/20 19:35","Biden",45.81
"Michigan","Spry Strategies",602,"4/3/20 19:35","Trump",46.12
"","IBD/TIPP",980,"4/6/20 16:49","Biden",47
"","IBD/TIPP",980,"4/6/20 16:49","Trump",41
"","IBD/TIPP",980,"4/6/20 16:50","Sanders",43
"","IBD/TIPP",980,"4/6/20 16:50","Trump",42
"","Ipsos",930,"3/31/20 19:15","Biden",46
"","Ipsos",930,"3/31/20 19:15","Trump",40
"","YouGov",1194,"4/1/20 9:28","Biden",46
"","YouGov",1194,"4/1/20 9:28","Trump",42
"","YouGov",1194,"4/1/20 9:28","Sanders",45
"","YouGov",1194,"4/1/20 9:28","Trump",44
"","Selzer & Co.",777,"4/1/20 6:06","Biden",47
"","Selzer & Co.",777,"4/1/20 6:06","Trump",43
"","Selzer & Co.",777,"4/1/20 6:06","Sanders",43
"","Selzer & Co.",777,"4/1/20 6:06","Trump",44
"Utah","Y2 Analytics",1266,"4/13/20 8:19","Biden",41
"Utah","Y2 Analytics",1266,"4/13/20 8:19","Trump",46
"California","Public Policy Polling",962,"4/1/20 12:55","Biden",67
"California","Public Policy Polling",962,"4/1/20 12:55","Trump",29
"Wisconsin","Marquette University Law School",813,"4/1/20 13:18","Biden",48
"Wisconsin","Marquette University Law School",813,"4/1/20 13:18","Trump",45
"Wisconsin","Marquette University Law School",813,"4/1/20 13:18","Sanders",45
"Wisconsin","Marquette University Law School",813,"4/1/20 13:18","Trump",47
"","Morning Consult",17323,"3/30/20 18:38","Biden",46
"","Morning Consult",17323,"3/30/20 18:38","Trump",42
"","Morning Consult",17323,"3/30/20 18:55","Sanders",45
"","Morning Consult",17323,"3/30/20 18:55","Trump",43
"","RMG Research",1000,"4/1/20 9:04","Biden",45
"","RMG Research",1000,"4/1/20 9:04","Trump",40
"","Change Research",1845,"4/1/20 14:00","Biden",49
"","Change Research",1845,"4/1/20 14:00","Trump",43
"","Change Research",1845,"4/1/20 14:00","Biden",48
"","Change Research",1845,"4/1/20 14:00","Pence",41
"","Optimus",1187,"4/13/20 15:36","Biden",43.2
"","Optimus",1187,"4/13/20 15:36","Trump",35
"","Optimus",1032,"4/13/20 15:36","Biden",51.1
"","Optimus",1032,"4/13/20 15:36","Trump",42.8
"","YouGov",1169,"3/27/20 19:59","Biden",46
"","YouGov",1169,"3/27/20 19:59","Trump",40
"","YouGov",1168,"3/30/20 10:05","Sanders",45
"","YouGov",1168,"3/30/20 10:05","Trump",41
"","Harris Insights & Analytics",1209,"3/30/20 12:41","Biden",55
"","Harris Insights & Analytics",1209,"3/30/20 12:41","Trump",45
"","Harris Insights & Analytics",1201,"3/30/20 12:41","Sanders",53
"","Harris Insights & Analytics",1201,"3/30/20 12:41","Trump",47
"","Zogby Interactive/JZ Analytics",889,"8/7/20 12:59","Biden",46
"","Zogby Interactive/JZ Analytics",889,"8/7/20 12:59","Trump",45
"New York","Siena College",566,"3/30/20 5:56","Biden",58
"New York","Siena College",566,"3/30/20 5:56","Trump",33
"","ABC News/The Washington Post",1003,"3/29/20 0:05","Biden",50
"","ABC News/The Washington Post",1003,"3/29/20 0:05","Trump",44
"","ABC News/The Washington Post",845,"3/29/20 0:05","Biden",49
"","ABC News/The Washington Post",845,"3/29/20 0:05","Trump",47
"Michigan","Baldwin Wallace University",997,"3/26/20 5:52","Biden",47.3
"Michigan","Baldwin Wallace University",997,"3/26/20 5:52","Trump",42.2
"Michigan","Baldwin Wallace University",997,"3/26/20 5:53","Sanders",45
"Michigan","Baldwin Wallace University",997,"3/26/20 5:53","Trump",42.3
"Ohio","Baldwin Wallace University",1025,"3/26/20 5:52","Biden",42.9
"Ohio","Baldwin Wallace University",1025,"3/26/20 5:52","Trump",47.2
"Ohio","Baldwin Wallace University",1025,"3/26/20 5:53","Sanders",41.4
"Ohio","Baldwin Wallace University",1025,"3/26/20 5:53","Trump",46.8
"Pennsylvania","Baldwin Wallace University",973,"3/26/20 5:52","Biden",44.5
"Pennsylvania","Baldwin Wallace University",973,"3/26/20 5:52","Trump",46.5
"Pennsylvania","Baldwin Wallace University",973,"3/26/20 5:53","Sanders",42.1
"Pennsylvania","Baldwin Wallace University",973,"3/26/20 5:53","Trump",47.6
"Wisconsin","Baldwin Wallace University",822,"3/26/20 5:52","Biden",44.9
"Wisconsin","Baldwin Wallace University",822,"3/26/20 5:52","Trump",44.8
"Wisconsin","Baldwin Wallace University",822,"3/26/20 5:53","Sanders",42
"Wisconsin","Baldwin Wallace University",822,"3/26/20 5:53","Trump",45.8
"","YouGov",1170,"3/25/20 9:08","Biden",46
"","YouGov",1170,"3/25/20 9:08","Trump",42
"","YouGov",1170,"3/25/20 9:08","Sanders",46
"","YouGov",1170,"3/25/20 9:08","Trump",44
"","Fox News/Beacon Research/Shaw & Co. Research",1011,"3/27/20 17:59","Biden",49
"","Fox News/Beacon Research/Shaw & Co. Research",1011,"3/27/20 17:59","Trump",40
"","Echelon Insights",1000,"4/2/20 10:49","Biden",50
"","Echelon Insights",1000,"4/2/20 10:49","Trump",41
"","Echelon Insights",1000,"4/2/20 10:49","Sanders",47
"","Echelon Insights",1000,"4/2/20 10:49","Trump",43
"","Echelon Insights",1000,"7/24/20 16:40","Biden",51
"","Echelon Insights",1000,"7/24/20 16:40","Trump",41
"","Ipsos",4428,"3/24/20 20:40","Biden",42
"","Ipsos",4428,"3/24/20 20:40","Trump",36
"","Ipsos",4428,"3/24/20 20:40","Sanders",40
"","Ipsos",4428,"3/24/20 20:40","Trump",37
"","Ipsos",3763,"6/17/20 17:06","Biden",46
"","Ipsos",3763,"6/17/20 17:06","Trump",39
"","Lord Ashcroft Polls",10357,"4/11/20 19:09","Biden",48
"","Lord Ashcroft Polls",10357,"4/11/20 19:09","Trump",36
"","Lord Ashcroft Polls",10357,"4/11/20 19:09","Sanders",47
"","Lord Ashcroft Polls",10357,"4/11/20 19:09","Trump",39
"","Redfield & Wilton Strategies",1500,"4/24/20 13:55","Biden",49
"","Redfield & Wilton Strategies",1500,"4/24/20 13:55","Trump",41
"","Redfield & Wilton Strategies",1500,"4/24/20 13:55","Sanders",49
"","Redfield & Wilton Strategies",1500,"4/24/20 13:55","Trump",42
"","Monmouth University",754,"3/24/20 11:04","Biden",48
"","Monmouth University",754,"3/24/20 11:04","Trump",45
"","Morning Consult",18136,"3/24/20 6:14","Biden",47
"","Morning Consult",18136,"3/24/20 6:14","Trump",42
"","Morning Consult",18136,"3/24/20 6:14","Sanders",46
"","Morning Consult",18136,"3/24/20 6:14","Trump",42
"Pennsylvania","Hodas & Associates",600,"3/27/20 6:21","Biden",46.67
"Pennsylvania","Hodas & Associates",600,"3/27/20 6:21","Trump",47.17
"Pennsylvania","Hodas & Associates",600,"3/27/20 6:21","Sanders",43.83
"Pennsylvania","Hodas & Associates",600,"3/27/20 6:21","Trump",49
"Michigan","Marketing Resource Group (MRG)",600,"3/25/20 10:20","Biden",44
"Michigan","Marketing Resource Group (MRG)",600,"3/25/20 10:20","Trump",41
"","Emerson College",1100,"3/20/20 14:57","Biden",53.09
"","Emerson College",1100,"3/20/20 14:57","Trump",46.91
"","Emerson College",1100,"3/20/20 14:57","Sanders",53.21
"","Emerson College",1100,"3/20/20 14:57","Trump",46.79
"Wisconsin","Hodas & Associates",600,"3/27/20 6:20","Biden",46.5
"Wisconsin","Hodas & Associates",600,"3/27/20 6:20","Trump",49.17
"Wisconsin","Hodas & Associates",600,"3/27/20 6:21","Sanders",43.83
"Wisconsin","Hodas & Associates",600,"3/27/20 6:21","Trump",50.83
"","YouGov",1129,"3/18/20 9:40","Biden",48
"","YouGov",1129,"3/18/20 9:40","Trump",41
"","YouGov",1129,"3/18/20 9:40","Sanders",48
"","YouGov",1129,"3/18/20 9:40","Trump",41
"Florida","AtlasIntel",1100,"3/16/20 22:56","Sanders",40.5
"Florida","AtlasIntel",1100,"3/16/20 22:56","Trump",48.4
"Florida","AtlasIntel",1100,"3/16/20 22:57","Biden",45.4
"Florida","AtlasIntel",1100,"3/16/20 22:57","Trump",44.9
"","Ipsos",1116,"3/17/20 9:34","Biden",41
"","Ipsos",1116,"3/17/20 9:34","Trump",35
"","Ipsos",955,"3/17/20 9:34","Biden",46
"","Ipsos",955,"3/17/20 9:34","Trump",37
"","Ipsos",1116,"3/17/20 9:34","Sanders",42
"","Ipsos",1116,"3/17/20 9:34","Trump",37
